Model,Test MSE,Test MAE,Time (s)
My QGRU (Optimized),1.3387943506240845,1.108792781829834,10.544055223464966
Paper QGRU,0.6291143298149109,0.7170098423957825,5.191635608673096
Classical GRU,0.8178539276123047,0.8433225750923157,0.017881393432617188
